name,z,lat,lon,cortarNo
구미시 거의동,14,36.1419,128.401,4719012700
구미시 옥계동,14,36.145374,128.4183,4719012800
구미시 구포동,14,36.1279,128.4159,4719012900
구미시 금전동,14,36.1244,128.4533,4719013000
구미시 선산읍,14,36.242976,128.298975,4719025000
구미시 선산읍 완전리,,,,
구미시 선산읍 동부리,,,,
구미시 선산읍 노상리,,,,
구미시 선산읍 이문리,,,,
구미시 선산읍 죽장리,,,,
구미시 선산읍 내고리,,,,
구미시 선산읍 북산리,,,,
구미시 선산읍 습례리,,,,
구미시 선산읍 교리,,,,
구미시 선산읍 화조리,,,,
구미시 선산읍 원리,,,,
구미시 선산읍 독동리,,,,
구미시 선산읍 생곡리,,,,
구미시 선산읍 신기리,,,,
구미시 선산읍 봉곡리,,,,
구미시 선산읍 포상리,,,,
구미시 선산읍 소재리,,,,
구미시 선산읍 봉남리,,,,
구미시 고아읍,14,36.156649,128.349887,4719025300
구미시 고아읍 관심리,,,,
구미시 고아읍 이례리,,,,
구미시 고아읍 오로리,,,,
구미시 고아읍 대망리,,,,
구미시 고아읍 파산리,,,,
구미시 고아읍 신촌리,,,,
구미시 고아읍 황산리,,,,
구미시 고아읍 횡산리,,,,
구미시 고아읍 외예리,,,,
구미시 고아읍 내예리,,,,
구미시 고아읍 원호리,,,,
구미시 고아읍 문성리,,,,
구미시 고아읍 다식리,,,,
구미시 고아읍 괴평리,,,,
구미시 고아읍 송림리,,,,
구미시 고아읍 봉한리,,,,
구미시 고아읍 항곡리,,,,
구미시 고아읍 예강리,,,,
구미시 산동읍,14,36.169643,128.434175,4719025600
구미시 산동읍 동곡리,,,,
구미시 산동읍 도중리,,,,
구미시 산동읍 적림리,,,,
구미시 산동읍 성수리,,,,
구미시 산동읍 신당리,,,,
구미시 산동읍 봉산리,,,,
구미시 산동읍 임천리,,,,
구미시 산동읍 인덕리,,,,
구미시 산동읍 백현리,,,,
구미시 산동읍 송산리,,,,
구미시 무을면,14,36.260742,128.197425,4719031000
구미시 무을면 송삼리,,,,
구미시 무을면 무수리,,,,
구미시 무을면 오가리,,,,
구미시 무을면 상송리,,,,
구미시 무을면 안곡리,,,,
구미시 무을면 무등리,,,,
구미시 무을면 원리,,,,
구미시 무을면 백자리,,,,
구미시 무을면 웅곡리,,,,
구미시 무을면 무이리,,,,
구미시 옥성면,14,36.295783,128.278775,4719032000
구미시 옥성면 초곡리,,,,
구미시 옥성면 농소리,,,,
구미시 옥성면 주아리,,,,
구미시 옥성면 구봉리,,,,
구미시 옥성면 옥관리,,,,
구미시 옥성면 산촌리,,,,
구미시 옥성면 태봉리,,,,
구미시 옥성면 덕촌리,,,,
구미시 옥성면 대원리,,,,
구미시 도개면,14,36.299558,128.330813,4719033000
구미시 도개면 가산리,,,,
구미시 도개면 동산리,,,,
구미시 도개면 월림리,,,,
구미시 도개면 신곡리,,,,
구미시 도개면 궁기리,,,,
구미시 도개면 신림리,,,,
구미시 도개면 도개리,,,,
구미시 도개면 다곡리,,,,
구미시 도개면 용산리,,,,
구미시 해평면,14,36.199835,128.391288,4719034000
구미시 해평면 낙성리,,,,
구미시 해평면 해평리,,,,
구미시 해평면 오상리,,,,
구미시 해평면 문량리,,,,
구미시 해평면 괴곡리,,,,
구미시 해평면 금산리,,,,
구미시 해평면 도문리,,,,
구미시 해평면 월호리,,,,
구미시 해평면 금호리,,,,
구미시 해평면 창림리,,,,
구미시 해평면 송곡리,,,,
구미시 해평면 산양리,,,,
