atclNm,bildNm,flrInfo,spc2,tradTpNm,prc,rentPrc,hanPrc,direction,atclNo,atclFetrDesc,atclCfmYmd,지역1,지역2,지역3,date
무거위브자이,101동,1/25,119,전세,50000,0,5억,남동향,2225693504,1층 올인테리어  깨끗한관리 빠른입주가능,22.07.28.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,309동,5/20,59,매매,30500,0,3억 500,동향,2225659403,"확트인 전망,올수리되어 깨끗, 방2칸 일자형빠른입주가능",22.07.28.,울산광역시,남구,무거동,2022-07-29
무거위브자이,104동,10/25,119,매매,80000,0,8억,남향,2225813857,4BAY구조로 탁터인 조망권 태화강 산책로 무거천 산책로 도보5분거리,22.07.29.,울산광역시,남구,무거동,2022-07-29
무거위브자이,111동,9/25,157,전세,60000,0,6억,남향,2225695297,남향 일조권탁월 시스템에어컨설치 생활권탁월,22.07.28.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,309동,5/20,59,전세,26000,0,"2억 6,000",동향,2225658541,"확트인 전망,수리되어 깨끗,방2,빠른입주가능",22.07.28.,울산광역시,남구,무거동,2022-07-29
무거한라4차,1동,13/20,84,매매,30000,0,3억,남서향,2225638682,"주차좋고 전망좋은 아파트, 입주협의가능해요",22.07.28.,울산광역시,남구,무거동,2022-07-29
울산옥현주공2단지,202동,5/18,84,매매,49800,0,"4억 9,800",남향,2225371235,남향 중간층 내외부 샷시까지 최신올리모델링 2년차 손볼곳없이 최상,22.07.26.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,316동,8/20,59,매매,33300,0,"3억 3,300",남동향,2225588933,"인테리어최고,예쁜집,조망,조정가능",22.07.28.,울산광역시,남구,무거동,2022-07-29
태화강서희스타힐스(주상복합),101동,2/20,84,매매,38000,0,"3억 8,000",남동향,2225596367,필로티.올리모델링.층간소음 걱정없음.,22.07.28.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,307동,13/15,84,월세,5000,130,"5,000",남향,2225524541,"햇살가득 남향,3 베이 판상형,확트인전망,올수리,시스템에어컨 거실,안방",22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,309동,7/20,59,매매,32000,0,"3억 2,000",동향,2225533098,확트인전망2.5천전세안고매매 23.5월말만기 올수리 방2칸일자형,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한신휴플러스,103동,13/18,84,매매,73500,0,"7억 3,500",남서향,2225530291,확트인 전망하루종일 밝은집 로얄층 속집주차장편리초중고10분이내위치,22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,305동,7/18,84,매매,52500,0,"5억 2,500",남향,2225531110,급매매햇살가득남향선호라인화이트톤 부분수리되어 깨끗즉시입주가능,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한신휴플러스,105동,15/18,84,전세,50000,0,5억,남동향,2225524979,최고인기동확트인전망하루종일밝은집 넉넉한수납주차편리즉시입주,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한신휴플러스,104동,14/18,84,매매,75000,0,"7억 5,000",남서향,2225527050,입주투자 강추햇살가득한남서향 선호C타입주차편리넉넉한수납공간,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한라1차,1동,17/20,59,매매,17500,0,"1억 7,500",남동향,2225525097,"저렴하고,생활편리하며,입주협의가능",22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,304동,8/15,75,매매,47000,0,"4억 7,000",남향,2225527319,투자입주강추 햇살가득 남향문수구장전망3 베이구조작은방1확장,22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,318동,10/15,75,매매,47000,0,"4억 7,000",동향,2225532850,전망최고동3 베이싱크대화장실수리방1확장보일러21년4월교체즉시입주,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한신휴플러스,104동,6/18,84,매매,73000,0,"7억 3,000",남서향,2225531713,햇살가득한남서향확트인전망최신 올수리C타입선호라인주차편리,22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,306동,4/18,84,매매,52000,0,"5억 2,000",남향,2225527469,햇살가득 남향선호동 3 베이기본입주시기조정가능,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한신휴플러스,105동,14/18,84,전세,51000,0,"5억 1,000",남동향,2225525220,햇살가득 확트인 조망최고선호동로얄층C type입주시기조율가능,22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,318동,8/15,75,매매,48000,0,"4억 8,000",남서향,2225527174,"햇살가득남향,호수전망인기동최신올수리1년협의입주",22.07.27.,울산광역시,남구,무거동,2022-07-29
문수아이필,101동,9/15,84,매매,37500,0,"3억 7,500",남동향,2225631449,"로얄층,확장형 샤시포함한 올수리,집깨끗합니다.",22.07.28.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,312동,11/15,84,매매,53000,0,"5억 3,000",남동향,2225530427,멋진호수전망최고하루종일 밝은집3 베이구조선호동기본입주시기조정가능,22.07.27.,울산광역시,남구,무거동,2022-07-29
옥현으뜸마을주공3단지,316동,13/20,59,매매,32000,0,"3억 2,000",남동향,2225530585,투자강추입주가능확트인 전망 방3속집기본,22.07.27.,울산광역시,남구,무거동,2022-07-29
굴화주공2단지,211동,5/15,59,전세,18000,0,"1억 8,000",남향,2225473929,남향.올수리됨.상태깨끗함.입구동으로 생활권편리함,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거위브자이,103동,23/25,119,전세,58000,0,"5억 8,000",남향,2225515525,3bay구조.판상형.교통과 생활권이 편함.,22.07.27.,울산광역시,남구,무거동,2022-07-29
굴화주공1단지,110동,3/18,59,월세,5000,50,"5,000",남향,2225473034,남향.올수리되어 아주 깨끗해요. 앞동으로 생활권편리,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거청구맨션,102동,18/20,59,매매,19500,0,"1억 9,500",남동향,2225174092,"막힘없이 확 트인 조망, 햇살좋고 예쁘게 수리된 집. 입주협의가능",22.07.27.,울산광역시,남구,무거동,2022-07-29
굴화주공1단지,103동,11/20,59,전세,20000,0,2억,남향,2225471556,남향.올수리됨.단지내선호동으로 생활권편리함,22.07.27.,울산광역시,남구,무거동,2022-07-29
굴화주공1단지,101동,15/15,59,매매,23000,0,"2억 3,000",남향,2225483484,남향 샤시제외 올수리 아주잘되어 있음. 작은방확장 탁트인전망 전세안고가능,22.07.27.,울산광역시,남구,무거동,2022-07-29
울산옥현주공2단지,206동,14/15,84,전세,40000,0,4억,남향,2225131616,맨앞동 멋진조망 남향 로얄층 샷시교체 씽크대교체 올수리후 첫입주 올화장,22.07.25.,울산광역시,남구,무거동,2022-07-29
굴화주공2단지,204동,15/15,39,매매,15800,0,"1억 5,800",남향,2225470882,남향.공시지가 1억이하.투자추천.실입주 즉시입주가능함,22.07.27.,울산광역시,남구,무거동,2022-07-29
무거한라3차,1동,3/12,59,매매,18000,0,"1억 8,000",남동향,2225473611,"생활권편리,일부수리,입주협의",22.07.27.,울산광역시,남구,무거동,2022-07-29
굴화주공2단지,210동,16/18,59,전세,20000,0,2억,남향,2225474353,남향.올수리됨.로얄층.이사협의가능함,22.07.27.,울산광역시,남구,무거동,2022-07-29
울산옥현주공1단지,108동,17/18,59,매매,28500,0,"2억 8,500",동향,2225420462,조망권우수 내부라인 수리된집 입주협의 학군교통편리 지하주차엘베연결 조정가,22.07.27.,울산광역시,남구,무거동,2022-07-29
