법정동코드	법정동명	폐지여부
4717010900	안동시 법흥동	존재
4717011000	안동시 용상동	존재
4717011100	안동시 동문동	존재
4717011200	안동시 동부동	존재
4717011300	안동시 운흥동	존재
4717011400	안동시 천리동	존재
4717011500	안동시 남부동	존재
4717011600	안동시 남문동	존재
4717011700	안동시 안흥동	존재
4717011800	안동시 대석동	존재
4717011900	안동시 옥야동	존재
4717012000	안동시 광석동	존재
4717012100	안동시 당북동	존재
4717012200	안동시 태화동	존재
4717012300	안동시 화성동	존재
4717012400	안동시 목성동	존재
4717012500	안동시 법상동	존재
4717012600	안동시 금곡동	존재
4717012700	안동시 평화동	존재
4717012800	안동시 안기동	존재
4717012900	안동시 운안동	존재
4717013000	안동시 성곡동	존재
4717013100	안동시 상아동	존재
4717013200	안동시 안막동	존재
4717013300	안동시 옥동	존재
4717013400	안동시 이천동	존재
4717013500	안동시 노하동	존재
4717013600	안동시 송현동	존재
4717013700	안동시 송천동	존재
4717013800	안동시 석동동	존재
4717013900	안동시 정상동	존재
4717014000	안동시 정하동	존재
4717014100	안동시 수상동	존재
4717014200	안동시 수하동	존재
4717025000	안동시 풍산읍	존재
4717025021	안동시 풍산읍 안교리	존재
4717025022	안동시 풍산읍 상리리	존재
4717025023	안동시 풍산읍 하리리	존재
4717025024	안동시 풍산읍 마애리	존재
4717025025	안동시 풍산읍 수리	존재
4717025026	안동시 풍산읍 회곡리	존재
4717025027	안동시 풍산읍 계평리	존재
4717025028	안동시 풍산읍 막곡리	존재
4717025029	안동시 풍산읍 수곡리	존재
4717025030	안동시 풍산읍 노리	존재
4717025031	안동시 풍산읍 죽전리	존재
4717025032	안동시 풍산읍 만운리	존재
4717025033	안동시 풍산읍 서미리	존재
4717025034	안동시 풍산읍 신양리	존재
4717025035	안동시 풍산읍 현애리	존재
4717025036	안동시 풍산읍 오미리	존재
4717025037	안동시 풍산읍 괴정리	존재
4717025038	안동시 풍산읍 매곡리	존재
4717025039	안동시 풍산읍 소산리	존재
4717031000	안동시 와룡면	존재
4717031021	안동시 와룡면 중가구리	존재
4717031022	안동시 와룡면 가구리	존재
4717031023	안동시 와룡면 산야리	존재
4717031024	안동시 와룡면 주계리	존재
4717031025	안동시 와룡면 가야리	존재
4717031026	안동시 와룡면 지내리	존재
4717031027	안동시 와룡면 태리	존재
4717031028	안동시 와룡면 서지리	존재
4717031029	안동시 와룡면 이하리	존재
4717031030	안동시 와룡면 이상리	존재
4717031031	안동시 와룡면 주하리	존재
4717031032	안동시 와룡면 감애리	존재
4717031033	안동시 와룡면 서현리	존재
4717031034	안동시 와룡면 라소리	존재
4717031035	안동시 와룡면 가류리	존재
4717031036	안동시 와룡면 도곡리	존재
4717031037	안동시 와룡면 절강리	존재
4717031038	안동시 와룡면 오천리	존재
