name,z,lat,lon,cortarNo
거제시 하청면 어온리,,,,
거제시 하청면 대곡리,,,,
거제시 하청면 연구리,,,,
거제시 장목면,14,34.986561,128.68223,4831039000
거제시 장목면 구영리,,,,
거제시 장목면 유호리,,,,
거제시 장목면 농소리,,,,
거제시 장목면 송진포리,,,,
거제시 장목면 관포리,,,,
거제시 장목면 장목리,,,,
거제시 장목면 율천리,,,,
거제시 장목면 대금리,,,,
거제시 장목면 외포리,,,,
거제시 장목면 시방리,,,,
양산시,,,,
양산시 다방동,14,35.3324,129.0462,4833010100
양산시 남부동,14,35.3343,129.0304,4833010200
양산시 중부동,14,35.3329,129.0217,4833010300
양산시 북부동,14,35.3466,129.041,4833010400
